Total puntos: 2400
Punto 0: (0.37184, 208.935) indice: 0
Punto 2356: (71.0506, 39.4246) indice: 2356
Punto 2357: (71.4945, 232.615) indice: 2357
Punto 2358: (71.5274, 274.244) indice: 2358
Punto 2359: (71.5535, 139.418) indice: 2359
Punto 2360: (71.5559, 273.045) indice: 2360
Punto 2361: (71.956, 17.3445) indice: 2361
Punto 2362: (71.986, 271.244) indice: 2362
Punto 2363: (71.9982, 271.181) indice: 2363
Punto 2364: (72.0082, 273.426) indice: 2364
Punto 2365: (72.0959, 271.851) indice: 2365
Punto 2366: (72.1627, 254.21) indice: 2366
Punto 2367: (72.3677, 195.092) indice: 2367
Punto 2368: (72.6866, 183.223) indice: 2368
Punto 2369: (72.7719, 184.367) indice: 2369
Punto 2370: (72.7895, 159.334) indice: 2370
Punto 2371: (72.7915, 192.003) indice: 2371
Punto 2372: (72.8105, 270.227) indice: 2372
Punto 2373: (73.0006, 147.928) indice: 2373
Punto 2374: (73.0359, 19.706) indice: 2374
Punto 2375: (73.3099, 132.088) indice: 2375
Punto 2376: (73.5833, 233.682) indice: 2376
Punto 2377: (73.5947, 267.955) indice: 2377
Punto 2378: (73.8811, 251.402) indice: 2378
Punto 2379: (73.9322, 164.785) indice: 2379
Punto 2380: (74.0133, 170.887) indice: 2380
Punto 2381: (74.1113, 261.671) indice: 2381
Punto 2382: (74.1961, 284.777) indice: 2382
Punto 2383: (74.3948, 122.959) indice: 2383
Punto 2384: (74.5443, 43.0519) indice: 2384
Punto 2385: (74.672, 23.5655) indice: 2385
Punto 2386: (75.0212, 266.73) indice: 2386
Punto 2387: (75.029, 154.072) indice: 2387
Punto 2388: (75.0504, 188.694) indice: 2388
Punto 2389: (75.2545, 269.052) indice: 2389
Punto 2390: (75.271, 124.401) indice: 2390
Punto 2391: (75.395, 29.6118) indice: 2391
Punto 2392: (75.4076, 115.597) indice: 2392
Punto 2393: (75.5239, 274.93) indice: 2393
Punto 2394: (75.5968, 263.974) indice: 2394
Punto 2395: (75.6342, 12.0496) indice: 2395
Punto 2396: (75.7119, 256.043) indice: 2396
Punto 2397: (75.787, 276.905) indice: 2397
Punto 2398: (1.52, 42.41) indice: 2398
Punto 2399: (76.0779, 259.107) indice: 2399
Centroides finales:
Indice: 0 Posicion: (17.9011, 200.448)
Indice: 1 Posicion: (169.071, 147.433)
Indice: 2 Posicion: (316.213, 202.939)
Indice: 3 Posicion: (30.6732, 283.976)
Indice: 4 Posicion: (421.224, 85.6553)
Indice: 5 Posicion: (427.488, 193.941)
Indice: 6 Posicion: (28.2993, 86.4797)
Indice: 7 Posicion: (144.472, 58.5895)
Indice: 8 Posicion: (327.003, 82.3446)
Indice: 9 Posicion: (49.1263, 285.4)
Indice: 10 Posicion: (461.381, 47.313)
Indice: 11 Posicion: (325.794, 185.521)
Indice: 12 Posicion: (224.031, 283.235)
Indice: 13 Posicion: (168.258, 178.104)
Indice: 14 Posicion: (281.688, 172.153)
Indice: 15 Posicion: (219.795, 112.928)
Indice: 16 Posicion: (168.704, 163.811)
Indice: 17 Posicion: (132.694, 184.017)
Indice: 18 Posicion: (50.2869, 173.294)
Indice: 19 Posicion: (398.193, 84.3976)
Indice: 20 Posicion: (295.415, 76.3003)
Indice: 21 Posicion: (370.229, 75.98)
Indice: 22 Posicion: (216.738, 96.3571)
Indice: 23 Posicion: (180.555, 208.966)
Indice: 24 Posicion: (285.687, 202.258)
Indice: 25 Posicion: (199.815, 282.608)
Indice: 26 Posicion: (350.115, 280.578)
Indice: 27 Posicion: (407.234, 282.095)
Indice: 28 Posicion: (192.952, 217.722)
Indice: 29 Posicion: (191.556, 195.704)
Indice: 30 Posicion: (474.041, 7.67761)
Indice: 31 Posicion: (454.249, 24.3818)
Indice: 32 Posicion: (473.753, 134.584)
Indice: 33 Posicion: (145.58, 195.959)
Indice: 34 Posicion: (386.402, 65.9488)
Indice: 35 Posicion: (143.284, 282.43)
Indice: 36 Posicion: (483.37, 245.513)
Indice: 37 Posicion: (134.419, 9.83468)
Indice: 38 Posicion: (415.422, 65.2184)
Indice: 39 Posicion: (441.933, 135.918)
Indice: 40 Posicion: (46.3618, 242.088)
Indice: 41 Posicion: (433.929, 42.4012)
Indice: 42 Posicion: (38.6397, 146.244)
Indice: 43 Posicion: (66.508, 184.314)
Indice: 44 Posicion: (239.445, 45.6752)
Indice: 45 Posicion: (5.41977, 220.521)
Indice: 46 Posicion: (400.15, 46.8846)
Indice: 47 Posicion: (197.998, 205.828)
Indice: 48 Posicion: (287.72, 220.692)
Indice: 49 Posicion: (187.313, 177.868)
Indice: 50 Posicion: (16.234, 211.343)
Indice: 51 Posicion: (487.29, 48.307)
Indice: 52 Posicion: (159.573, 203.468)
Indice: 53 Posicion: (484.872, 104.793)
Indice: 54 Posicion: (448.964, 10.053)
Indice: 55 Posicion: (375.28, 53.4293)
Indice: 56 Posicion: (460.391, 108.091)
Indice: 57 Posicion: (366.582, 7.32177)
Indice: 58 Posicion: (39.6154, 32.5946)
Indice: 59 Posicion: (477.657, 155.017)
Indice: 60 Posicion: (66.6799, 286.046)
Indice: 61 Posicion: (381.711, 204.588)
Indice: 62 Posicion: (437.782, 212.309)
Indice: 63 Posicion: (405.711, 220.694)
Indice: 64 Posicion: (166.587, 214.63)
Indice: 65 Posicion: (381.349, 221.873)
Indice: 66 Posicion: (407.851, 184.92)
Indice: 67 Posicion: (496.062, 16.737)
Indice: 68 Posicion: (65.2762, 235.634)
Indice: 69 Posicion: (178.739, 193.89)
Indice: 70 Posicion: (60.0866, 153.994)
Indice: 71 Posicion: (130.393, 34.0523)
Indice: 72 Posicion: (482.631, 282.099)
Indice: 73 Posicion: (240.677, 14.8303)
Indice: 74 Posicion: (478.212, 262.075)
Indice: 75 Posicion: (66.5558, 253.191)
Indice: 76 Posicion: (175.327, 217.925)
Indice: 77 Posicion: (152.571, 160.416)
Indice: 78 Posicion: (146.963, 28.1419)
Indice: 79 Posicion: (345.93, 13.0479)
Indice: 80 Posicion: (209.692, 29.3173)
Indice: 81 Posicion: (173.048, 279.826)
Indice: 82 Posicion: (64.4195, 126.419)
Indice: 83 Posicion: (190.099, 91.0526)
Indice: 84 Posicion: (5.03947, 200.145)
Indice: 85 Posicion: (268.929, 194.743)
Indice: 86 Posicion: (182.724, 144.084)
Indice: 87 Posicion: (40.0575, 261.83)
Indice: 88 Posicion: (68.7516, 271.598)
Indice: 89 Posicion: (104.142, 125.352)
Indice: 90 Posicion: (481.877, 23.4313)
Indice: 91 Posicion: (197.825, 112.168)
Indice: 92 Posicion: (370.305, 41.5949)
Indice: 93 Posicion: (149.101, 177.923)
Indice: 94 Posicion: (328.547, 13.0873)
Asignaciones:
Punto 0 -> Centroide 0
Punto 1 -> Centroide 16
Punto 2 -> Centroide 24
Punto 3 -> Centroide 3
Punto 4 -> Centroide 38
Punto 5 -> Centroide 5
Punto 6 -> Centroide 6
Punto 7 -> Centroide 78
Punto 8 -> Centroide 8
Punto 9 -> Centroide 60
Punto 10 -> Centroide 10
Punto 11 -> Centroide 11
Punto 12 -> Centroide 12
Punto 13 -> Centroide 13
Punto 14 -> Centroide 85
Punto 15 -> Centroide 15
Punto 16 -> Centroide 16
Punto 17 -> Centroide 93
Punto 18 -> Centroide 18
Punto 19 -> Centroide 34
Punto 20 -> Centroide 20
Punto 21 -> Centroide 21
Punto 22 -> Centroide 15
Punto 23 -> Centroide 76
Punto 24 -> Centroide 24
Punto 25 -> Centroide 81
Punto 26 -> Centroide 26
Punto 27 -> Centroide 72
Punto 28 -> Centroide 28
Punto 29 -> Centroide 69
Punto 30 -> Centroide 30
Punto 31 -> Centroide 30
Punto 32 -> Centroide 32
Punto 33 -> Centroide 52
Punto 34 -> Centroide 34
Punto 35 -> Centroide 35
Punto 36 -> Centroide 74
Punto 37 -> Centroide 37
Punto 38 -> Centroide 38
Punto 39 -> Centroide 39
Punto 40 -> Centroide 40
Punto 41 -> Centroide 54
Punto 42 -> Centroide 42
Punto 43 -> Centroide 43
Punto 44 -> Centroide 80
Punto 45 -> Centroide 45
Punto 46 -> Centroide 46
Punto 47 -> Centroide 47
Punto 48 -> Centroide 48
Punto 49 -> Centroide 49
Punto 50 -> Centroide 50
Punto 51 -> Centroide 51
Punto 52 -> Centroide 52
Punto 53 -> Centroide 53
Punto 54 -> Centroide 54
Punto 55 -> Centroide 55
Punto 56 -> Centroide 56
Punto 57 -> Centroide 79
Punto 58 -> Centroide 58
Punto 59 -> Centroide 59
Punto 60 -> Centroide 60
Punto 61 -> Centroide 61
Punto 62 -> Centroide 62
Punto 63 -> Centroide 61
Punto 64 -> Centroide 64
Punto 65 -> Centroide 65
Punto 66 -> Centroide 5
Punto 67 -> Centroide 67
Punto 68 -> Centroide 68
Punto 69 -> Centroide 69
Punto 70 -> Centroide 18
Punto 71 -> Centroide 71
Punto 72 -> Centroide 72
Punto 73 -> Centroide 80
Punto 74 -> Centroide 72
Punto 75 -> Centroide 68
Punto 76 -> Centroide 76
Punto 77 -> Centroide 93
Punto 78 -> Centroide 78
Punto 79 -> Centroide 79
Punto 80 -> Centroide 80
Punto 81 -> Centroide 35
Punto 82 -> Centroide 42
Punto 83 -> Centroide 91
Punto 84 -> Centroide 84
Punto 85 -> Centroide 85
Punto 86 -> Centroide 49
Punto 87 -> Centroide 87
Punto 88 -> Centroide 88
Punto 89 -> Centroide 82
Punto 90 -> Centroide 90
Punto 91 -> Centroide 91
Punto 92 -> Centroide 92
Punto 93 -> Centroide 13
Punto 94 -> Centroide 79
Punto 95 -> Centroide 59
Punto 96 -> Centroide 14
Punto 97 -> Centroide 67
Punto 98 -> Centroide 54
Punto 99 -> Centroide 90
Punto 100 -> Centroide 93
Punto 101 -> Centroide 39
Punto 102 -> Centroide 39
Punto 103 -> Centroide 92
Punto 104 -> Centroide 85
Punto 105 -> Centroide 31
Punto 106 -> Centroide 35
Punto 107 -> Centroide 18
Punto 108 -> Centroide 72
Punto 109 -> Centroide 90
Punto 110 -> Centroide 25
Punto 111 -> Centroide 9
Punto 112 -> Centroide 39
Punto 113 -> Centroide 80
Punto 114 -> Centroide 90
Punto 115 -> Centroide 17
Punto 116 -> Centroide 63
Punto 117 -> Centroide 80
Punto 118 -> Centroide 34
Punto 119 -> Centroide 94
Punto 120 -> Centroide 2
Punto 121 -> Centroide 22
Punto 122 -> Centroide 66
Punto 123 -> Centroide 17
Punto 124 -> Centroide 58
Punto 125 -> Centroide 24
Punto 126 -> Centroide 81
Punto 127 -> Centroide 8
Punto 128 -> Centroide 82
Punto 129 -> Centroide 65
Punto 130 -> Centroide 30
Punto 131 -> Centroide 26
Punto 132 -> Centroide 80
Punto 133 -> Centroide 33
Punto 134 -> Centroide 15
Punto 135 -> Centroide 27
Punto 136 -> Centroide 62
Punto 137 -> Centroide 66
Punto 138 -> Centroide 79
Punto 139 -> Centroide 9
Punto 140 -> Centroide 85
Punto 141 -> Centroide 30
Punto 142 -> Centroide 80
Punto 143 -> Centroide 81
Punto 144 -> Centroide 63
Punto 145 -> Centroide 59
Punto 146 -> Centroide 38
Punto 147 -> Centroide 68
Punto 148 -> Centroide 4
Punto 149 -> Centroide 51
Punto 150 -> Centroide 7
Punto 151 -> Centroide 70
Punto 152 -> Centroide 48
Punto 153 -> Centroide 8
Punto 154 -> Centroide 12
Punto 155 -> Centroide 7
Punto 156 -> Centroide 37
Punto 157 -> Centroide 78
Punto 158 -> Centroide 49
Punto 159 -> Centroide 88
Punto 160 -> Centroide 20
Punto 161 -> Centroide 22
Punto 162 -> Centroide 53
Punto 163 -> Centroide 26
Punto 164 -> Centroide 19
Punto 165 -> Centroide 68
Punto 166 -> Centroide 14
Punto 167 -> Centroide 33
Punto 168 -> Centroide 85
Punto 169 -> Centroide 74
Punto 170 -> Centroide 87
Punto 171 -> Centroide 93
Punto 172 -> Centroide 11
Punto 173 -> Centroide 4
Punto 174 -> Centroide 2
Punto 175 -> Centroide 70
Punto 176 -> Centroide 4
Punto 177 -> Centroide 65
Punto 178 -> Centroide 71
Punto 179 -> Centroide 80
Punto 180 -> Centroide 65
Punto 181 -> Centroide 39
Punto 182 -> Centroide 80
Punto 183 -> Centroide 51
Punto 184 -> Centroide 71
Punto 185 -> Centroide 73
Punto 186 -> Centroide 88
Punto 187 -> Centroide 84
Punto 188 -> Centroide 45
Punto 189 -> Centroide 44
Punto 190 -> Centroide 2
Punto 191 -> Centroide 65
Punto 192 -> Centroide 80
Punto 193 -> Centroide 27
Punto 194 -> Centroide 74
Punto 195 -> Centroide 3
Punto 196 -> Centroide 51
Punto 197 -> Centroide 65
Punto 198 -> Centroide 2
Punto 199 -> Centroide 63
Punto 200 -> Centroide 36
Punto 201 -> Centroide 81
Punto 202 -> Centroide 7
Punto 203 -> Centroide 59
Punto 204 -> Centroide 92
Punto 205 -> Centroide 48
Punto 206 -> Centroide 11
Punto 207 -> Centroide 14
Punto 208 -> Centroide 27
Punto 209 -> Centroide 17
Punto 210 -> Centroide 38
Punto 211 -> Centroide 1
Punto 212 -> Centroide 67
Punto 213 -> Centroide 39
Punto 214 -> Centroide 20
Punto 215 -> Centroide 46
Punto 216 -> Centroide 59
Punto 217 -> Centroide 72
Punto 218 -> Centroide 18
Punto 219 -> Centroide 20
Punto 220 -> Centroide 25
Punto 221 -> Centroide 54
Punto 222 -> Centroide 35
Punto 223 -> Centroide 35
Punto 224 -> Centroide 17
Punto 225 -> Centroide 2
Punto 226 -> Centroide 36
Punto 227 -> Centroide 40
Punto 228 -> Centroide 7
Punto 229 -> Centroide 8
Punto 230 -> Centroide 71
Punto 231 -> Centroide 7
Punto 232 -> Centroide 44
Punto 233 -> Centroide 91
Punto 234 -> Centroide 60
Punto 235 -> Centroide 59
Punto 236 -> Centroide 8
Punto 237 -> Centroide 41
Punto 238 -> Centroide 20
Punto 239 -> Centroide 24
Punto 240 -> Centroide 6
Punto 241 -> Centroide 85
Punto 242 -> Centroide 83
Punto 243 -> Centroide 36
Punto 244 -> Centroide 41
Punto 245 -> Centroide 29
Punto 246 -> Centroide 88
Punto 247 -> Centroide 16
Punto 248 -> Centroide 55
Punto 249 -> Centroide 68
Punto 250 -> Centroide 6
Punto 251 -> Centroide 58
Punto 252 -> Centroide 56
Punto 253 -> Centroide 70
Punto 254 -> Centroide 19
Punto 255 -> Centroide 54
Punto 256 -> Centroide 68
Punto 257 -> Centroide 8
Punto 258 -> Centroide 67
Punto 259 -> Centroide 80
Punto 260 -> Centroide 94
Punto 261 -> Centroide 12
Punto 262 -> Centroide 78
Punto 263 -> Centroide 51
Punto 264 -> Centroide 90
Punto 265 -> Centroide 50
Punto 266 -> Centroide 59
Punto 267 -> Centroide 16
Punto 268 -> Centroide 9
Punto 269 -> Centroide 62
Punto 270 -> Centroide 90
Punto 271 -> Centroide 88
Punto 272 -> Centroide 18
Punto 273 -> Centroide 43
Punto 274 -> Centroide 0
Punto 275 -> Centroide 6
Punto 276 -> Centroide 73
Punto 277 -> Centroide 20
Punto 278 -> Centroide 87
Punto 279 -> Centroide 42
Punto 280 -> Centroide 71
Punto 281 -> Centroide 25
Punto 282 -> Centroide 83
Punto 283 -> Centroide 12
Punto 284 -> Centroide 69
Punto 285 -> Centroide 51
Punto 286 -> Centroide 5
Punto 287 -> Centroide 68
Punto 288 -> Centroide 83
Punto 289 -> Centroide 11
Punto 290 -> Centroide 77
Punto 291 -> Centroide 18
Punto 292 -> Centroide 71
Punto 293 -> Centroide 70
Punto 294 -> Centroide 5
Punto 295 -> Centroide 80
Punto 296 -> Centroide 27
Punto 297 -> Centroide 74
Punto 298 -> Centroide 7
Punto 299 -> Centroide 20
Punto 300 -> Centroide 53
Punto 301 -> Centroide 51
Punto 302 -> Centroide 45
Punto 303 -> Centroide 4
Punto 304 -> Centroide 20
Punto 305 -> Centroide 85
Punto 306 -> Centroide 51
Punto 307 -> Centroide 81
Punto 308 -> Centroide 25
Punto 309 -> Centroide 12
Punto 310 -> Centroide 8
Punto 311 -> Centroide 10
Punto 312 -> Centroide 25
Punto 313 -> Centroide 9
Punto 314 -> Centroide 20
Punto 315 -> Centroide 19
Punto 316 -> Centroide 31
Punto 317 -> Centroide 60
Punto 318 -> Centroide 72
Punto 319 -> Centroide 12
Punto 320 -> Centroide 72
Punto 321 -> Centroide 58
Punto 322 -> Centroide 57
Punto 323 -> Centroide 62
Punto 324 -> Centroide 77
Punto 325 -> Centroide 94
Punto 326 -> Centroide 20
Punto 327 -> Centroide 83
Punto 328 -> Centroide 20
Punto 329 -> Centroide 12
Punto 330 -> Centroide 56
Punto 331 -> Centroide 50
Punto 332 -> Centroide 25
Punto 333 -> Centroide 7
Punto 334 -> Centroide 7
Punto 335 -> Centroide 80
Punto 336 -> Centroide 67
Punto 337 -> Centroide 93
Punto 338 -> Centroide 61
Punto 339 -> Centroide 24
Punto 340 -> Centroide 73
Punto 341 -> Centroide 38
Punto 342 -> Centroide 11
Punto 343 -> Centroide 9
Punto 344 -> Centroide 8
Punto 345 -> Centroide 70
Punto 346 -> Centroide 71
Punto 347 -> Centroide 42
Punto 348 -> Centroide 35
Punto 349 -> Centroide 4
Punto 350 -> Centroide 46
Punto 351 -> Centroide 78
Punto 352 -> Centroide 81
Punto 353 -> Centroide 66
Punto 354 -> Centroide 4
Punto 355 -> Centroide 27
Punto 356 -> Centroide 30
Punto 357 -> Centroide 80
Punto 358 -> Centroide 35
Punto 359 -> Centroide 20
Punto 360 -> Centroide 73
Punto 361 -> Centroide 35
Punto 362 -> Centroide 88
Punto 363 -> Centroide 74
Punto 364 -> Centroide 38
Punto 365 -> Centroide 37
Punto 366 -> Centroide 65
Punto 367 -> Centroide 15
Punto 368 -> Centroide 18
Punto 369 -> Centroide 71
Punto 370 -> Centroide 8
Punto 371 -> Centroide 8
Punto 372 -> Centroide 82
Punto 373 -> Centroide 59
Punto 374 -> Centroide 20
Punto 375 -> Centroide 46
Punto 376 -> Centroide 53
Punto 377 -> Centroide 55
Punto 378 -> Centroide 83
Punto 379 -> Centroide 83
Punto 380 -> Centroide 78
Punto 381 -> Centroide 58
Punto 382 -> Centroide 74
Punto 383 -> Centroide 59
Punto 384 -> Centroide 32
Punto 385 -> Centroide 26
Punto 386 -> Centroide 71
Punto 387 -> Centroide 12
Punto 388 -> Centroide 10
Punto 389 -> Centroide 3
Punto 390 -> Centroide 71
Punto 391 -> Centroide 58
Punto 392 -> Centroide 12
Punto 393 -> Centroide 27
Punto 394 -> Centroide 85
Punto 395 -> Centroide 26
Punto 396 -> Centroide 3
Punto 397 -> Centroide 11
Punto 398 -> Centroide 40
Punto 399 -> Centroide 8
Punto 400 -> Centroide 40
Punto 401 -> Centroide 82
Punto 402 -> Centroide 18
Punto 403 -> Centroide 38
Punto 404 -> Centroide 80
Punto 405 -> Centroide 9
Punto 406 -> Centroide 42
Punto 407 -> Centroide 66
Punto 408 -> Centroide 59
Punto 409 -> Centroide 20
Punto 410 -> Centroide 70
Punto 411 -> Centroide 78
Punto 412 -> Centroide 5
Punto 413 -> Centroide 92
Punto 414 -> Centroide 89
Punto 415 -> Centroide 25
Punto 416 -> Centroide 17
Punto 417 -> Centroide 25
Punto 418 -> Centroide 55
Punto 419 -> Centroide 1
Punto 420 -> Centroide 8
Punto 421 -> Centroide 75
Punto 422 -> Centroide 31
Punto 423 -> Centroide 37
Punto 424 -> Centroide 92
Punto 425 -> Centroide 5
Punto 426 -> Centroide 26
Punto 427 -> Centroide 86
Punto 428 -> Centroide 25
Punto 429 -> Centroide 7
Punto 430 -> Centroide 12
Punto 431 -> Centroide 18
Punto 432 -> Centroide 18
Punto 433 -> Centroide 75
Punto 434 -> Centroide 48
Punto 435 -> Centroide 42
Punto 436 -> Centroide 8
Punto 437 -> Centroide 73
Punto 438 -> Centroide 84
Punto 439 -> Centroide 27
Punto 440 -> Centroide 57
Punto 441 -> Centroide 22
Punto 442 -> Centroide 90
Punto 443 -> Centroide 94
Punto 444 -> Centroide 8
Punto 445 -> Centroide 94
Punto 446 -> Centroide 91
Punto 447 -> Centroide 25
Punto 448 -> Centroide 20
Punto 449 -> Centroide 46
Punto 450 -> Centroide 28
Punto 451 -> Centroide 57
Punto 452 -> Centroide 43
Punto 453 -> Centroide 35
Punto 454 -> Centroide 72
Punto 455 -> Centroide 30
Punto 456 -> Centroide 77
Punto 457 -> Centroide 54
Punto 458 -> Centroide 18
Punto 459 -> Centroide 45
Punto 460 -> Centroide 5
Punto 461 -> Centroide 41
Punto 462 -> Centroide 60
Punto 463 -> Centroide 21
Punto 464 -> Centroide 32
Punto 465 -> Centroide 83
Punto 466 -> Centroide 59
Punto 467 -> Centroide 51
Punto 468 -> Centroide 8
Punto 469 -> Centroide 46
Punto 470 -> Centroide 25
Punto 471 -> Centroide 74
Punto 472 -> Centroide 8
Punto 473 -> Centroide 87
Punto 474 -> Centroide 72
Punto 475 -> Centroide 53
Punto 476 -> Centroide 25
Punto 477 -> Centroide 22
Punto 478 -> Centroide 4
Punto 479 -> Centroide 50
Punto 480 -> Centroide 25
Punto 481 -> Centroide 30
Punto 482 -> Centroide 20
Punto 483 -> Centroide 70
Punto 484 -> Centroide 70
Punto 485 -> Centroide 20
Punto 486 -> Centroide 8
Punto 487 -> Centroide 78
Punto 488 -> Centroide 88
Punto 489 -> Centroide 90
Punto 490 -> Centroide 38
Punto 491 -> Centroide 15
Punto 492 -> Centroide 37
Punto 493 -> Centroide 57
Punto 494 -> Centroide 33
Punto 495 -> Centroide 38
Punto 496 -> Centroide 88
Punto 497 -> Centroide 90
Punto 498 -> Centroide 53
Punto 499 -> Centroide 77
Punto 500 -> Centroide 58
Punto 501 -> Centroide 12
Punto 502 -> Centroide 91
Punto 503 -> Centroide 60
Punto 504 -> Centroide 37
Punto 505 -> Centroide 5
Punto 506 -> Centroide 74
Punto 507 -> Centroide 20
Punto 508 -> Centroide 5
Punto 509 -> Centroide 11
Punto 510 -> Centroide 35
Punto 511 -> Centroide 7
Punto 512 -> Centroide 44
Punto 513 -> Centroide 54
Punto 514 -> Centroide 45
Punto 515 -> Centroide 80
Punto 516 -> Centroide 47
Punto 517 -> Centroide 33
Punto 518 -> Centroide 20
Punto 519 -> Centroide 12
Punto 520 -> Centroide 33
Punto 521 -> Centroide 60
Punto 522 -> Centroide 14
Punto 523 -> Centroide 9
Punto 524 -> Centroide 94
Punto 525 -> Centroide 4
Punto 526 -> Centroide 83
Punto 527 -> Centroide 58
Punto 528 -> Centroide 3
Punto 529 -> Centroide 75
Punto 530 -> Centroide 7
Punto 531 -> Centroide 12
Punto 532 -> Centroide 56
Punto 533 -> Centroide 15
Punto 534 -> Centroide 68
Punto 535 -> Centroide 7
Punto 536 -> Centroide 39
Punto 537 -> Centroide 8
Punto 538 -> Centroide 26
Punto 539 -> Centroide 31
Punto 540 -> Centroide 31
Punto 541 -> Centroide 42
Punto 542 -> Centroide 80
Punto 543 -> Centroide 51
Punto 544 -> Centroide 44
Punto 545 -> Centroide 31
Punto 546 -> Centroide 67
Punto 547 -> Centroide 27
Punto 548 -> Centroide 11
Punto 549 -> Centroide 90
Punto 550 -> Centroide 55
Punto 551 -> Centroide 22
Punto 552 -> Centroide 19
Punto 553 -> Centroide 32
Punto 554 -> Centroide 20
Punto 555 -> Centroide 42
Punto 556 -> Centroide 78
Punto 557 -> Centroide 79
Punto 558 -> Centroide 53
Punto 559 -> Centroide 58
Punto 560 -> Centroide 38
Punto 561 -> Centroide 92
Punto 562 -> Centroide 18
Punto 563 -> Centroide 40
Punto 564 -> Centroide 18
Punto 565 -> Centroide 38
Punto 566 -> Centroide 20
Punto 567 -> Centroide 63
Punto 568 -> Centroide 8
Punto 569 -> Centroide 26
Punto 570 -> Centroide 83
Punto 571 -> Centroide 92
Punto 572 -> Centroide 20
Punto 573 -> Centroide 39
Punto 574 -> Centroide 8
Punto 575 -> Centroide 25
Punto 576 -> Centroide 50
Punto 577 -> Centroide 27
Punto 578 -> Centroide 43
Punto 579 -> Centroide 39
Punto 580 -> Centroide 19
Punto 581 -> Centroide 20
Punto 582 -> Centroide 83
Punto 583 -> Centroide 21
Punto 584 -> Centroide 7
Punto 585 -> Centroide 17
Punto 586 -> Centroide 38
Punto 587 -> Centroide 83
Punto 588 -> Centroide 71
Punto 589 -> Centroide 34
Punto 590 -> Centroide 38
Punto 591 -> Centroide 23
Punto 592 -> Centroide 54
Punto 593 -> Centroide 36
Punto 594 -> Centroide 62
Punto 595 -> Centroide 38
Punto 596 -> Centroide 58
Punto 597 -> Centroide 83
Punto 598 -> Centroide 6
Punto 599 -> Centroide 29
Punto 600 -> Centroide 44
Punto 601 -> Centroide 57
Punto 602 -> Centroide 2
Punto 603 -> Centroide 20
Punto 604 -> Centroide 4
Punto 605 -> Centroide 20
Punto 606 -> Centroide 32
Punto 607 -> Centroide 25
Punto 608 -> Centroide 30
Punto 609 -> Centroide 37
Punto 610 -> Centroide 59
Punto 611 -> Centroide 59
Punto 612 -> Centroide 31
Punto 613 -> Centroide 94
Punto 614 -> Centroide 81
Punto 615 -> Centroide 17
Punto 616 -> Centroide 26
Punto 617 -> Centroide 42
Punto 618 -> Centroide 66
Punto 619 -> Centroide 32
Punto 620 -> Centroide 87
Punto 621 -> Centroide 50
Punto 622 -> Centroide 46
Punto 623 -> Centroide 90
Punto 624 -> Centroide 7
Punto 625 -> Centroide 0
Punto 626 -> Centroide 8
Punto 627 -> Centroide 39
Punto 628 -> Centroide 30
Punto 629 -> Centroide 35
Punto 630 -> Centroide 48
Punto 631 -> Centroide 7
Punto 632 -> Centroide 75
Punto 633 -> Centroide 14
Punto 634 -> Centroide 43
Punto 635 -> Centroide 22
Punto 636 -> Centroide 15
Punto 637 -> Centroide 15
Punto 638 -> Centroide 79
Punto 639 -> Centroide 26
Punto 640 -> Centroide 20
Punto 641 -> Centroide 39
Punto 642 -> Centroide 40
Punto 643 -> Centroide 22
Punto 644 -> Centroide 77
Punto 645 -> Centroide 26
Punto 646 -> Centroide 41
Punto 647 -> Centroide 5
Punto 648 -> Centroide 73
Punto 649 -> Centroide 36
Punto 650 -> Centroide 81
Punto 651 -> Centroide 91
Punto 652 -> Centroide 46
Punto 653 -> Centroide 91
Punto 654 -> Centroide 80
Punto 655 -> Centroide 10
Punto 656 -> Centroide 46
Punto 657 -> Centroide 46
Punto 658 -> Centroide 53
Punto 659 -> Centroide 83
Punto 660 -> Centroide 88
Punto 661 -> Centroide 20
Punto 662 -> Centroide 32
Punto 663 -> Centroide 18
Punto 664 -> Centroide 92
Punto 665 -> Centroide 74
Punto 666 -> Centroide 5
Punto 667 -> Centroide 53
Punto 668 -> Centroide 8
Punto 669 -> Centroide 43
Punto 670 -> Centroide 74
Punto 671 -> Centroide 21
Punto 672 -> Centroide 12
Punto 673 -> Centroide 35
Punto 674 -> Centroide 58
Punto 675 -> Centroide 10
Punto 676 -> Centroide 91
Punto 677 -> Centroide 74
Punto 678 -> Centroide 67
Punto 679 -> Centroide 91
Punto 680 -> Centroide 63
Punto 681 -> Centroide 55
Punto 682 -> Centroide 56
Punto 683 -> Centroide 43
Punto 684 -> Centroide 20
Punto 685 -> Centroide 0
Punto 686 -> Centroide 36
Punto 687 -> Centroide 77
Punto 688 -> Centroide 50
Punto 689 -> Centroide 63
Punto 690 -> Centroide 20
Punto 691 -> Centroide 34
Punto 692 -> Centroide 89
Punto 693 -> Centroide 46
Punto 694 -> Centroide 44
Punto 695 -> Centroide 81
Punto 696 -> Centroide 15
Punto 697 -> Centroide 90
Punto 698 -> Centroide 7
Punto 699 -> Centroide 22
Punto 700 -> Centroide 61
Punto 701 -> Centroide 35
Punto 702 -> Centroide 82
Punto 703 -> Centroide 65
Punto 704 -> Centroide 87
Punto 705 -> Centroide 92
Punto 706 -> Centroide 23
Punto 707 -> Centroide 36
